seed,return_pct,cagr_pct,sharpe,max_dd_pct,pct_profitable_missed_to_margin,avg_margin_util_pct,risk_per_trade,margin_cap,block
12,-79.43250426885797,-48.63623187483784,-0.7052112242763592,91.91465676314816,82.3918799646955,66.05411572198928,0.015,0.8,in_sample
13,-78.57705857349924,-47.74683967199995,-0.7046651900472131,90.70375306796085,81.68578993821713,65.9501345566623,0.015,0.8,in_sample
14,-79.37878717709516,-48.579760131479375,-0.6484959651692679,90.56535570028534,82.08296557811121,66.04786179632463,0.015,0.8,in_sample
15,-74.89830457832163,-44.139253246358614,-0.6608015516329819,90.99606340283546,81.86231244483672,66.17494255582822,0.015,0.8,in_sample
16,-85.77326490027714,-56.02357276301242,-0.9474676364700723,90.99105200049505,82.30361871138571,66.43316483605682,0.015,0.8,in_sample
17,-85.51579350180154,-55.69002650619791,-0.872487235757027,89.31238488866944,82.2594880847308,66.02599870427385,0.015,0.8,in_sample
18,66.02547189090077,23.809870225251494,0.540042001252342,64.7593938859476,80.75904677846425,65.79238809724161,0.015,0.8,in_sample
19,-76.61728546626954,-45.78394909359266,-0.664246896634928,88.52976011449911,82.30361871138571,66.1095011520502,0.015,0.8,in_sample
20,-83.70173413367208,-53.43166504689887,-0.8558180651445368,90.50423041445644,82.3918799646955,66.43823697429455,0.015,0.8,in_sample
21,-79.49475376034513,-48.70178043862358,-0.6888141287447137,91.37424349955413,82.30361871138571,66.14433934530435,0.015,0.8,in_sample
22,-80.92100040311284,-50.23634580634189,-0.7837715879241497,89.23925411183824,81.59752868490733,65.89117771065592,0.015,0.8,in_sample
23,-72.77325813876918,-42.1937467706371,-0.4992433870890139,90.53509044620243,81.59752868490733,66.33024997835031,0.015,0.8,in_sample
24,-81.7053648421706,-51.108704355343335,-0.6726135978991404,91.4930125458993,82.17122683142101,65.98569683508106,0.015,0.8,in_sample
25,-88.81531326695001,-60.262185190574755,-1.1299748698559622,91.88910351886813,82.17122683142101,65.93626775874725,0.015,0.8,in_sample
26,-82.95981222208229,-52.55009879885071,-0.8380074452719611,89.91276995919905,83.18623124448368,66.53745374817908,0.015,0.8,in_sample
27,-64.88602001877948,-35.65427290651441,-0.4159917640180429,80.25482739397269,82.3477493380406,66.21880780800227,0.015,0.8,in_sample
28,-52.991396344816536,-27.23964929135182,-0.21969426557309996,81.25666690929074,81.06796116504854,66.27593980489056,0.015,0.8,in_sample
29,-84.33517634563329,-54.20289810777443,-0.8823055363631154,90.24682763563487,81.68578993821713,65.79468063998249,0.015,0.8,in_sample
0,-6.425291443120096,-7.945178724612168,0.1290406933920575,41.636019870427496,89.03269754768392,69.07019774886457,0.015,0.8,validation
